genre,title,year,rating
Action,"Marked for Death",1990,1.9
Action,"Highlander II: The Quickening",1991,1.9
Action,"Maze Runner: Scorch Trials",2015,1.8
Action,"R.I.P.D.",2013,1.8
Action,"Dungeons & Dragons",2000,1.8
Action,"Allan Quatermain and the Lost City of Gold",1987,1.8
Action,"Rollerball",2002,1.8
Action,"Stop! Or My Mom Will Shoot",1992,1.8
Action,"Conan the Barbarian",2011,1.8
Action,"Pulse",2006,1.8
Action,"Adventures of Sharkboy and Lavagirl 3-D, The",2005,1.8
Action,"Taxi",2004,1.8
Action,"Kangaroo Jack",2003,1.8
Action,"Extreme Ops",2002,1.8
Action,"Karate Kid, Part III, The",1989,1.8
Action,"Next of Kin",1989,1.8
Action,"Fair Game",1995,1.7
Action,"Superman IV: The Quest for Peace",1987,1.7
Action,"Tango & Cash",1989,1.7
Action,"Action Jackson",1988,1.7
Action,"Iron Eagle II",1988,1.7
Action,"Missing in Action 2: The Beginning",1985,1.7
Action,"Death Wish 2",1982,1.7
Action,"Battlefield Earth",2000,1.7
Action,"Speed 2: Cruise Control",1997,1.6
Action,"Ghost Rider: Spirit of Vengeance",2012,1.6
Action,"I Am Wrath",2016,1.5
Action,"Kindergarten Cop 2",2016,1.5
Action,"Night Guards",2016,1.5
Action,"Ratchet & Clank",2016,1.5
Action,"Sharknado 4: The 4th Awakens",2016,1.5
Action,"American Heist",2015,1.5
Action,"Hitman: Agent 47",2015,1.5
Action,"Hot Pursuit",2015,1.5
Action,"Into the Grizzly Maze",2015,1.5
Action,"The Lovers",2015,1.5
Action,"Brick Mansions",2014,1.5
Action,"Drive Hard",2014,1.5
Action,"Kite",2014,1.5
Action,"Revenge of the Green Dragons",2014,1.5
Action,"Robot Overlords",2014,1.5
Action,"Wicked Blood",2014,1.5
Action,"Charlie Countryman",2013,1.5
Action,"Alex Cross",2012,1.5
Action,"Bullet to the Head",2012,1.5
Action,"Fire with Fire",2012,1.5
Action,"Red Tails",2012,1.5
Action,"Big Bang, The",2011,1.5
Action,"Double, The",2011,1.5
Action,"Bunraku",2010,1.5
Action,"Mega Shark vs. Crocosaurus",2010,1.5
Action,"State Property 2",2005,1.5
Action,"Starship Troopers 2: Hero of the Federation",2004,1.5
Action,"In Hell",2003,1.5
Action,"Musketeer, The",2001,1.5
Action,"Bloodsport III",1996,1.5
Action,"Generation X",1996,1.5
Action,"Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban)",1994,1.5
Action,"Mr. Nanny",1993,1.5
Action,"Sidekicks",1992,1.5
Action,"The Flash 2 - Revenge of the Trickster",1991,1.5
Action,"Blue Steel",1990,1.5
Action,"Hardware",1990,1.5
Action,"Collision Course",1989,1.5
Action,"Over the Top",1987,1.5
Action,"Death Wish 3",1985,1.5
Action,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",1984,1.5
Action,"Sheena",1984,1.5
Action,"Flatfoot on the Nile (Piedone d'Egitto)",1980,1.5
Action,"Orca: The Killer Whale",1977,1.5
Action,"Jaws 3-D",1983,1.4
Action,"Smokey and the Bandit III",1983,1.4
Action,"Catwoman",2004,1.3
Action,"Catch .44",2011,1.2
Action,"3 Ninjas Kick Back",1994,1.2
Action,"Captain America",1990,1.2
Action,"Braddock: Missing in Action III",1988,1.2
Action,"Flash Gordon Conquers the Universe",1940,1.2
Action,"House of the Dead, The",2003,1.1
Action,"Mayhem",2017,1.0
Action,"Precious Cargo",2016,1.0
Action,"The Huntsman Winter's War",2016,1.0
Action,"Vigilante Diaries",2016,1.0
Action,"Tracers",2015,1.0
Action,"Vice",2015,1.0
Action,"3 Days to Kill",2014,1.0
Action,"In the Name of the King III",2014,1.0
Action,"Sword of Vengeance",2014,1.0
Action,"After Earth",2013,1.0
Action,"Getaway",2013,1.0
Action,"Inescapable",2012,1.0
Action,"Iron Soldier",2010,1.0
Action,"Seeker: The Dark Is Rising, The",2007,1.0
Action,"Bandidas",2006,1.0
Action,"Species III",2004,1.0
Action,"Chill Factor",1999,1.0
Action,"Simon Sez",1999,1.0
Action,"New Rose Hotel",1998,1.0
Action,"Nick Fury: Agent of S.H.I.E.L.D.",1998,1.0
Action,"Peacekeeper, The",1997,1.0
Action,"Turbulence",1997,1.0
Action,"Iron Eagle IV",1995,1.0
Action,"Death Wish 5: The Face of Death",1994,1.0
Action,"Double Dragon",1994,1.0
Action,"Double Trouble",1992,1.0
Action,"Eve of Destruction",1991,1.0
Action,"No Holds Barred",1989,1.0
Action,"Pink Cadillac",1989,1.0
Action,"Three Fugitives",1989,1.0
Action,"Rent-A-Cop",1988,1.0
Action,"Death Wish 4: The Crackdown",1987,1.0
Action,"Fatal Beauty",1987,1.0
Action,"Surf Nazis Must Die",1987,1.0
Action,"Band of the Hand",1986,1.0
Action,"Chopping Mall (a.k.a. Killbots)",1986,1.0
Action,"Mitchell",1975,0.8
Action,"Fullmetal Alchemist 2018",2017,0.5
Action,"Survivor",2015,0.5
Action,"The Gracefield Incident",2015,0.5
Action,"Unforgiven",2013,0.5
Action,"Journey 2: The Mysterious Island",2012,0.5
Action,"Midnight Chronicles",2009,0.5
Action,"Anaconda: The Offspring",2008,0.5
Action,"In the Name of the King: A Dungeon Siege Tale",2008,0.5
Action,"Alone in the Dark",2005,0.5
Action,"Crow, The: Wicked Prayer",2005,0.5
Action,"Derailed",2002,0.5
Action,"Jesus Christ Vampire Hunter",2001,0.5
Action,"Bloodsport: The Dark Kumite",1999,0.5
Action,"Legionnaire",1998,0.5
Action,"3 Ninjas Knuckle Up",1995,0.5
Action,"Mortal Kombat: The Journey Begins",1995,0.5
Action,"Lionheart",1990,0.5
Action,"Cyborg",1989,0.5
Action,"Wizards of the Lost Kingdom II",1989,0.5
Action,"Hard Ticket to Hawaii",1987,0.5
Action,"The Pumaman",1980,0.5
Action,"Captain America",1979,0.5
Action,"Captain America II: Death Too Soon",1979,0.5
Action,"Starcrash (a.k.a. Star Crash)",1978,0.5
Action,"3 dev adam (Three Giant Men)",1973,0.5
Adventure,"Ice Age: The Great Egg-Scapade",2016,5.0
Adventure,"Delirium",2014,5.0
Adventure,"Dragons: Gift of the Night Fury",2011,5.0
Adventure,"Snowflake, the White Gorilla",2011,5.0
Adventure,"Scooby-Doo! Curse of the Lake Monster",2010,5.0
Adventure,"Wonder Woman",2009,5.0
Adventure,"Asterix and the Vikings (Astérix et les Vikings)",2006,5.0
Adventure,"The Fox and the Hound 2",2006,5.0
Adventure,"Palindromes",2004,5.0
Adventure,"The Love Bug",1997,5.0
Adventure,"Lamerica",1994,5.0
Adventure,"Stand, The",1994,5.0
Adventure,"Into the Woods",1991,5.0
Adventure,"Light Years (Gandahar)",1988,5.0
Adventure,"Return to Treasure Island",1988,5.0
Adventure,"Monster Squad, The",1987,5.0
Adventure,"Crippled Avengers (Can que) (Return of the 5 Deadly Venoms)",1981,5.0
Adventure,"Mystery of the Third Planet, The (Tayna tretey planety)",1981,5.0
Adventure,"Shogun Assassin",1980,5.0
Adventure,"Priklyucheniya Kapitana Vrungelya",1979,5.0
Adventure,"12 Chairs",1976,5.0
Adventure,"On the Trail of the Bremen Town Musicians",1973,5.0
Adventure,"Karlson Returns",1970,5.0
Adventure,"Junior and Karlson",1968,5.0
Adventure,"Vovka in the Kingdom of Far Far Away",1965,5.0
Adventure,"Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei)",2013,4.8
Adventure,"The Pacific",2010,4.8
Adventure,"Tekkonkinkreet (Tekkon kinkurîto)",2006,4.6
Adventure,"Day of the Doctor, The",2013,4.6
Adventure,"Alpha",2018,4.5
Adventure,"The Man Who Killed Don Quixote",2018,4.5
Adventure,"Gintama",2017,4.5
Adventure,"Maximum Ride",2016,4.5
Adventure,"Barely Lethal",2015,4.5
Adventure,"Alpha and Omega 3: The Great Wolf Games",2014,4.5
Adventure,"Copenhagen",2014,4.5
Adventure,"Doctor Who: The Time of the Doctor",2013,4.5
Adventure,"Ernest & Célestine (Ernest et Célestine)",2012,4.5
Adventure,"Sweetgrass",2009,4.5
Adventure,"BURN-E",2008,4.5
Adventure,"Golden Door (Nuovomondo)",2006,4.5
Adventure,"Jack-Jack Attack",2005,4.5
Adventure,"Lion King 1½, The",2004,4.5
Adventure,"Musa the Warrior (Musa)",2001,4.5
Adventure,"Dragonheart 2: A New Beginning",2000,4.5
Adventure,"Casper Meets Wendy",1998,4.5
Adventure,"Flashback",1990,4.5
Adventure,"Benji the Hunted",1987,4.5
Adventure,"Stunt Man, The",1980,4.5
Adventure,"Shaolin Temple (Shao Lin si)",1976,4.5
Adventure,"Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu)",1973,4.5
Adventure,"Dr. Phibes Rises Again",1972,4.5
Adventure,"12 Chairs",1971,4.5
Adventure,"Touch of Zen, A (Xia nu)",1971,4.5
Adventure,"Adventures of Mowgli: The Kidnapping",1968,4.5
Adventure,"Carry on Cabby",1963,4.5
Adventure,"Aelita: The Queen of Mars (Aelita)",1924,4.5
Adventure,"7th Voyage of Sinbad, The",1958,4.4
Adventure,"Hunt for the Wilderpeople",2016,4.4
Adventure,"Nut Job, The",2014,4.3
Adventure,"Mud",2012,4.3
Adventure,"Brothers Bloom, The",2008,4.3
Adventure,"Raiders of the Lost Ark: The Adaptation",1989,4.3
Adventure,"Dersu Uzala",1975,4.3
Adventure,"Lawrence of Arabia",1962,4.3
Adventure,"Paddington 2",2017,4.2
Adventure,"Hector and the Search for Happiness",2014,4.2
Adventure,"Perfect Plan, A (Plan parfait, Un)",2012,4.2
Adventure,"All-Star Superman",2011,4.2
Adventure,"Battlestar Galactica: The Plan",2009,4.2
Adventure,"Dead Snow (Død snø)",2009,4.2
Adventure,"Mind Game",2004,4.2
Adventure,"Left Behind: The Movie",2000,4.2
Adventure,"Big Red One, The",1980,4.2
Adventure,"Outlaw Josey Wales, The",1976,4.2
Adventure,"Walkabout",1971,4.2
Adventure,"Asterix and Cleopatra (Astérix et Cléopâtre)",1968,4.2
Adventure,"Sanjuro (Tsubaki Sanjûrô)",1962,4.2
Adventure,"Hidden Fortress, The (Kakushi-toride no san-akunin)",1958,4.2
Adventure,"Princess Bride, The",1987,4.2
Adventure,"Star Wars: Episode IV - A New Hope",1977,4.2
Adventure,"Yojimbo",1961,4.2
Adventure,"Star Wars: Episode V - The Empire Strikes Back",1980,4.2
Adventure,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)",1981,4.2
Adventure,"Seven Samurai (Shichinin no samurai)",1954,4.2
Adventure,"North by Northwest",1959,4.2
Adventure,"Doctor Who: The Doctor, the Widow and the Wardrobe",2011,4.2
Adventure,"Never Cry Wolf",1983,4.2
Adventure,"Mutiny on the Bounty",1935,4.2
Adventure,"Monty Python and the Holy Grail",1975,4.2
Adventure,"Untitled Spider-Man Reboot",2017,4.2
Adventure,"Spirited Away (Sen to Chihiro no kamikakushi)",2001,4.2
Adventure,"City of God (Cidade de Deus)",2002,4.1
Adventure,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",1966,4.1
Adventure,"Star Wars: Episode VI - Return of the Jedi",1983,4.1
Adventure,"Great Escape, The",1963,4.1
Adventure,"Nebraska",2013,4.1
Adventure,"Bridge on the River Kwai, The",1957,4.1
Adventure,"Lord of the Rings: The Return of the King, The",2003,4.1
Adventure,"Toy Story 3",2010,4.1
Adventure,"Lord of the Rings: The Fellowship of the Ring, The",2001,4.1
Adventure,"Wallace & Gromit: The Best of Aardman Animation",1996,4.1
Adventure,"Grand Day Out with Wallace and Gromit, A",1989,4.1
Adventure,"Fantastic Mr. Fox",2009,4.1
Adventure,"Dragonslayer",1981,4.1
Adventure,"Howl's Moving Castle (Hauru no ugoku shiro)",2004,4.1
Adventure,"Gold Rush, The",1925,4.1
Adventure,"Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)",1986,4.1
Adventure,"Kiki's Delivery Service (Majo no takkyûbin)",1989,4.1
Adventure,"WALL·E",2008,4.1
Adventure,"Iron Giant, The",1999,4.1
Adventure,"Guardians of the Galaxy",2014,4.1
Adventure,"Watership Down",1978,4.0
Adventure,"Captain Phillips",2013,4.0
Adventure,"Indiana Jones and the Last Crusade",1989,4.0
Adventure,"Army of Darkness",1993,4.0
Adventure,"Back to the Future",1985,4.0
Adventure,"Road Warrior, The (Mad Max 2)",1981,4.0
Adventure,"Man Who Would Be King, The",1975,4.0
Adventure,"Thor: Ragnarok",2017,4.0
Adventure,"Lord of the Rings: The Two Towers, The",2002,4.0
Adventure,"City of Lost Children, The (Cité des enfants perdus, La)",1995,4.0
Adventure,"Stand by Me",1986,4.0
Adventure,"Up",2009,4.0
Adventure,"Avengers: Infinity War - Part I",2018,4.0
Adventure,"Emerald Green",2016,4.0
Adventure,"Kubo and the Two Strings",2016,4.0
Adventure,"Shin Godzilla",2016,4.0
Adventure,"Black Sea",2015,4.0
Adventure,"Dragon Ball Z: Resurrection of F",2015,4.0
Adventure,"Dragonheart 3: The Sorcerer's Curse",2015,4.0
Adventure,"Power/Rangers",2015,4.0
Adventure,"The Boy and the Beast",2015,4.0
Adventure,"The Martian",2015,4.0
Adventure,"Sapphire Blue",2014,4.0
Adventure,"The Book of Life",2014,4.0
Adventure,"Escape from Planet Earth",2013,4.0
Adventure,"Marvel One-Shot: Agent Carter",2013,4.0
Adventure,"Ruby Red",2013,4.0
Adventure,"Secret Life of Walter Mitty, The",2013,4.0
Adventure,"History of Future Folk, The",2012,4.0
Adventure,"Cloudburst",2011,4.0
Adventure,"Legend of the Guardians: The Owls of Ga'Hoole",2010,4.0
Adventure,"Agora",2009,4.0
Adventure,"Alice",2009,4.0
Adventure,"Doctor Who: The Waters of Mars",2009,4.0
Adventure,"Space Buddies",2009,4.0
Adventure,"Wizards of Waverly Place: The Movie",2009,4.0
Adventure,"Asterix at the Olympic Games (Astérix aux jeux olympiques)",2008,4.0
Adventure,"Ponyo (Gake no ue no Ponyo)",2008,4.0
Adventure,"Red Cliff (Chi bi)",2008,4.0
Adventure,"Sword of the Stranger (Sutorejia: Mukô hadan)",2007,4.0
Adventure,"Water Horse: Legend of the Deep, The",2007,4.0
Adventure,"Hogfather (Terry Pratchett's Hogfather)",2006,4.0
Adventure,"The Amazing Screw-On Head",2006,4.0
Adventure,"Three Burials of Melquiades Estrada, The",2006,4.0
Adventure,"'Hellboy': The Seeds of Creation",2004,4.0
Adventure,"Agent Cody Banks 2: Destination London",2004,4.0
Adventure,"Helen of Troy",2003,4.0
Adventure,"Touching the Void",2003,4.0
Adventure,"Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre)",2002,4.0
Adventure,"Interstate 60",2002,4.0
Adventure,"Return to Never Land",2002,4.0
Adventure,"Cat Soup (Nekojiru-so)",2001,4.0
Adventure,"Asterix & Obelix vs. Caesar (Astérix et Obélix contre César)",1999,4.0
Adventure,"Bird People in China, The (Chûgoku no chôjin)",1998,4.0
Adventure,"Kirikou and the Sorceress (Kirikou et la sorcière)",1998,4.0
Adventure,"T-Rex: Back to the Cretaceous",1998,4.0
Adventure,"Far From Home: The Adventures of Yellow Dog",1995,4.0
Adventure,"Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da)",1994,4.0
Adventure,"Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai)",1994,4.0
Adventure,"Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans",1993,4.0
Adventure,"Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu)",1993,4.0
Adventure,"Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen)",1993,4.0
Adventure,"Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi)",1992,4.0
Adventure,"Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô)",1991,4.0
Adventure,"The Cave of the Golden Rose",1991,4.0
Adventure,"Delta Force 2 (Delta Force 2: The Colombian Connection)",1990,4.0
Adventure,"Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu)",1990,4.0
Adventure,"Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi)",1990,4.0
Adventure,"My Father's Glory (La gloire de mon père)",1990,4.0
Adventure,"Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese)",1989,4.0
Adventure,"Penn & Teller Get Killed",1989,4.0
Adventure,"Enemy Mine",1985,4.0
Adventure,"Guest from the Future (Gostya iz buduschego)",1985,4.0
Adventure,"Nausicaä of the Valley of the Wind (Kaze no tani no Naushika)",1984,4.0
Adventure,"Passage to India, A",1984,4.0
Adventure,"Hitch Hikers Guide to the Galaxy, The",1981,4.0
Adventure,"Candleshoe",1977,4.0
Adventure,"For the Love of Benji",1977,4.0
Adventure,"Royal Flash",1975,4.0
Adventure,"The Golden Voyage of Sinbad",1973,4.0
Adventure,"Three Musketeers, The",1973,4.0
Adventure,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",1972,4.0
Adventure,"White Sun of the Desert, The (Beloe solntse pustyni)",1970,4.0
Adventure,"Puss in Boots (Nagagutsu o haita neko)",1969,4.0
Adventure,"True Grit",1969,4.0
Adventure,"Where Eagles Dare",1968,4.0
Adventure,"In Like Flint",1967,4.0
Adventure,"Born Free",1966,4.0
Adventure,"Flight of the Phoenix, The",1965,4.0
Adventure,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",1965,4.0
Adventure,"Horse Soldiers, The",1959,4.0
Adventure,"3:10 to Yuma",1957,4.0
Adventure,"Red River",1948,4.0
Adventure,"Princess and the Pirate, The",1944,4.0
Adventure,"Sullivan's Travels",1941,4.0
Adventure,"Adventures of Robin Hood, The",1938,4.0
Adventure,"Captains Courageous",1937,4.0
Adventure,"Captain Blood",1935,4.0
Adventure,"Alice in Wonderland",1933,4.0
Adventure,"Son of the Sheik, The",1926,4.0
Adventure,"Dark Knight Rises, The",2012,4.0
Adventure,"Harry Potter and the Deathly Hallows: Part 1",2010,4.0
Adventure,"Kingsman: The Secret Service",2015,4.0
Adventure,"African Queen, The",1951,4.0
Adventure,"Fear and Loathing in Las Vegas",1998,4.0
Adventure,"White Squall",1996,4.0
Adventure,"Aliens",1986,4.0
Adventure,"Finding Nemo",2003,4.0
Adventure,"Princess Mononoke (Mononoke-hime)",1997,4.0
Adventure,"Fall, The",2006,4.0
Adventure,"Empire of the Sun",1987,4.0
Adventure,"Children of Men",2006,3.9
Adventure,"Casino Royale",2006,3.9
Adventure,"How to Train Your Dragon",2010,3.9
Adventure,"Lion King, The",1994,3.9
Adventure,"Ben-Hur",1959,3.9
Adventure,"Serenity",2005,3.9
Adventure,"Gladiator",2000,3.9
Adventure,"Warriors, The",1979,3.9
Adventure,"Straight Story, The",1999,3.9
Adventure,"Guardians of the Galaxy 2",2017,3.9
Adventure,"Rogue One: A Star Wars Story",2016,3.9
Adventure,"Hero (Ying xiong)",2002,3.9
Adventure,"Toy Story",1995,3.9
Adventure,"Harry Potter and the Prisoner of Azkaban",2004,3.9
Adventure,"Harry Potter and the Deathly Hallows: Part 2",2011,3.9
Adventure,"The Revenant",2015,3.9
Adventure,"Last Samurai, The",2003,3.9
Adventure,"Into the Wild",2007,3.9
Adventure,"Solo: A Star Wars Story",2018,3.9
Adventure,"Tokyo Godfathers",2003,3.9
Adventure,"Deliverance",1972,3.9
Adventure,"2001: A Space Odyssey",1968,3.9
Adventure,"Porco Rosso (Crimson Pig) (Kurenai no buta)",1992,3.9
Adventure,"Gods Must Be Crazy, The",1980,3.9
Adventure,"Zootopia",2016,3.9
Adventure,"Road, The",2009,3.9
Adventure,"Harry Potter and the Half-Blood Prince",2009,3.9
Adventure,"Little Miss Sunshine",2006,3.9
Adventure,"Wizard of Oz, The",1939,3.9
Adventure,"Star Trek: First Contact",1996,3.9
Adventure,"Monsters University",2013,3.9
Adventure,"Hunt for Red October, The",1990,3.9
Adventure,"Monsters, Inc.",2001,3.9
Adventure,"The Lego Movie",2014,3.9
Adventure,"The Hunger Games: Mockingjay - Part 1",2014,3.9
Adventure,"Avengers, The",2012,3.9
Adventure,"Shrek",2001,3.9
Adventure,"Star Trek",2009,3.9
Adventure,"Harry Potter and the Order of the Phoenix",2007,3.9
Adventure,"Toy Story 2",1999,3.9
Adventure,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",2010,3.9
Adventure,"Adventures of Milo and Otis, The (Koneko monogatari)",1986,3.9
Adventure,"Big Trouble in Little China",1986,3.9
Adventure,"Star Wars: Episode VII - The Force Awakens",2015,3.9
Adventure,"Apollo 13",1995,3.8
Adventure,"Goldfinger",1964,3.8
Adventure,"Incredibles, The",2004,3.8
Adventure,"Dances with Wolves",1990,3.8
Adventure,"Annihilation",2018,3.8
Adventure,"Deadpool",2016,3.8
Adventure,"X-Men: Days of Future Past",2014,3.8
Adventure,"127 Hours",2010,3.8
Adventure,"Summer Wars (Samâ wôzu)",2009,3.8
Adventure,"Forbidden Kingdom, The",2008,3.8
Adventure,"You Only Live Twice",1967,3.8
Adventure,"Rudolph, the Red-Nosed Reindeer",1964,3.8
Adventure,"Oliver Twist",1948,3.8
Adventure,"The Count of Monte Cristo",2002,3.8
Adventure,"Iron Man",2008,3.8
Adventure,"Dark City",1998,3.8
Adventure,"Labyrinth",1986,3.8
Adventure,"Mad Max: Fury Road",2015,3.8
Adventure,"Wild Bunch, The",1969,3.8
Adventure,"Harry Potter and the Goblet of Fire",2005,3.8
Adventure,"Inside Out",2015,3.8
Adventure,"Hobbit: An Unexpected Journey, The",2012,3.8
Adventure,"Lilo & Stitch",2002,3.8
Adventure,"Skyfall",2012,3.8
Adventure,"O Brother, Where Art Thou?",2000,3.8
Adventure,"Hellboy II: The Golden Army",2008,3.8
Adventure,"Spider-Man 2",2004,3.8
Adventure,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",2008,3.8
Adventure,"Benji",1974,3.8
Adventure,"Motorcycle Diaries, The (Diarios de motocicleta)",2004,3.8
Adventure,"Aladdin",1992,3.8
Adventure,"Rise of the Guardians",2012,3.8
Adventure,"X-Men: First Class",2011,3.8
Adventure,"Quest for Fire (Guerre du feu, La)",1981,3.8
Adventure,"THX 1138",1971,3.8
Adventure,"Bottle Rocket",1996,3.8
Adventure,"Pirates of the Caribbean: The Curse of the Black Pearl",2003,3.8
Adventure,"Croods, The",2013,3.8
Adventure,"Doctor Dolittle",1967,3.8
Adventure,"Ninja Scroll (Jûbei ninpûchô)",1995,3.8
Adventure,"Adventures of Baron Munchausen, The",1988,3.8
Adventure,"Guns of Navarone, The",1961,3.8
Adventure,"How to Train Your Dragon 2",2014,3.8
Adventure,"Star Trek II: The Wrath of Khan",1982,3.8
Adventure,"Blood Diamond",2006,3.8
Adventure,"Sherlock Holmes: A Game of Shadows",2011,3.8
Adventure,"Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone)",2001,3.8
Adventure,"Mission: Impossible - Fallout",2018,3.8
Adventure,"Okja",2017,3.8
Adventure,"Hardcore Henry",2015,3.8
Adventure,"Doctor Who: Last Christmas",2014,3.8
Adventure,"Rubber",2010,3.8
Adventure,"Librarian, The: The Curse of the Judas Chalice",2008,3.8
Adventure,"Halloweentown High",2004,3.8
Adventure,"Librarian: Quest for the Spear, The",2004,3.8
Adventure,"Cat Returns, The (Neko no ongaeshi)",2002,3.8
Adventure,"Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens)",1994,3.8
Adventure,"Jurassic Park",1993,3.8
Adventure,"Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin)",1992,3.8
Adventure,"Lonesome Dove",1989,3.8
Adventure,"Black Cauldron, The",1985,3.8
Adventure,"Von Ryan's Express",1965,3.8
Adventure,"From Russia with Love",1963,3.8
Adventure,"Ten Commandments, The",1956,3.8
Adventure,"For Whom the Bell Tolls",1943,3.8
Adventure,"Mark of Zorro, The",1940,3.8
Adventure,"20,000 Leagues Under the Sea",1916,3.8
Adventure,"Fifth Element, The",1997,3.7
Adventure,"Akira",1988,3.7
Adventure,"Captain America: The Winter Soldier",2014,3.7
Adventure,"Close Encounters of the Third Kind",1977,3.7
Adventure,"Time Bandits",1981,3.7
Adventure,"Highlander",1986,3.7
Adventure,"Black Panther",2017,3.7
Adventure,"X2: X-Men United",2003,3.7
Adventure,"Ant-Man",2015,3.7
Adventure,"Idiocracy",2006,3.7
Adventure,"Emperor's New Groove, The",2000,3.7
Adventure,"Dr. No",1962,3.7
Adventure,"Three Kings",1999,3.7
Adventure,"Family Guy Presents Stewie Griffin: The Untold Story",2005,3.7
Adventure,"Doctor Strange",2016,3.7
Adventure,"The Hunger Games: Mockingjay - Part 2",2015,3.7
Adventure,"Penguins of Madagascar",2014,3.7
Adventure,"Bill & Ted's Excellent Adventure",1989,3.7
Adventure,"X-Men",2000,3.7
Adventure,"Live and Let Die",1973,3.7
Adventure,"Madagascar: Escape 2 Africa",2008,3.7
Adventure,"Ice Age",2002,3.7
Adventure,"The Shape of Water",2017,3.7
Adventure,"Star Trek Into Darkness",2013,3.7
Adventure,"Enchanted",2007,3.7
Adventure,"Ant-Man and the Wasp",2018,3.7
Adventure,"Jumanji: Welcome to the Jungle",2017,3.7
Adventure,"Passengers",2016,3.7
Adventure,"Inbetweeners Movie, The",2011,3.7
Adventure,"Missing, The",2003,3.7
Adventure,"Sinbad: Legend of the Seven Seas",2003,3.7
Adventure,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",1976,3.7
Adventure,"Father Goose",1964,3.7
Adventure,"Mission: Impossible - Ghost Protocol",2011,3.7
Adventure,"Treasure of the Sierra Madre, The",1948,3.7
Adventure,"Total Recall",1990,3.7
Adventure,"Mission: Impossible - Rogue Nation",2015,3.6
Adventure,"Dogma",1999,3.6
Adventure,"9",2009,3.6
Adventure,"Sunshine",2007,3.6
Adventure,"Rabbit-Proof Fence",2002,3.6
Adventure,"What Dreams May Come",1998,3.6
Adventure,"Tom Jones",1963,3.6
Adventure,"Rock, The",1996,3.6
Adventure,"Excalibur",1981,3.6
Adventure,"King Kong",1933,3.6
Adventure,"Master and Commander: The Far Side of the World",2003,3.6
Adventure,"Indiana Jones and the Temple of Doom",1984,3.6
Adventure,"The Jungle Book",2016,3.6
Adventure,"The Hunger Games: Catching Fire",2013,3.6
Adventure,"Wallace & Gromit in The Curse of the Were-Rabbit",2005,3.6
Adventure,"Life of Pi",2012,3.6
Adventure,"All Is Lost",2013,3.6
Adventure,"Time Machine, The",1960,3.6
Adventure,"Around the World in 80 Days",1956,3.6
Adventure,"Frozen",2013,3.6
Adventure,"Rango",2011,3.6
Adventure,"MirrorMask",2005,3.6
Adventure,"Clash of the Titans",1981,3.6
Adventure,"Pacific Rim",2013,3.6
Adventure,"Superman",1978,3.6
Adventure,"Apocalypto",2006,3.6
Adventure,"Easy Rider",1969,3.6
Adventure,"Avatar",2009,3.6
Adventure,"Stardust",2007,3.6
Adventure,"Six-String Samurai",1998,3.6
Adventure,"Harry Potter and the Chamber of Secrets",2002,3.6
Adventure,"Magnificent Seven, The",1960,3.6
Adventure,"Muppet Movie, The",1979,3.6
Adventure,"Mission: Impossible III",2006,3.6
Adventure,"After the Sunset",2004,3.6
Adventure,"Man with the Golden Gun, The",1974,3.6
